ɓòkòtìɗ,['Participle']
ɗɛ̌ː,[]
láːláwꜜáːŋ,[]
ɔ̀gɔ̀gɔ̀j,[]
ɟíːtꜜ,['Cardinal numeral']
dɛ́ːꜜ,[]
cìnáːnáꜜ,['Demonstrative']
wàːcìːɗìkíː,[]
cɔ̀nàꜜ,['Adverb']
kómój,['Noun']
èːŋàɗǎːŋ,['Verb']
tàɗápût,[]
càːnâ,[]
gírójkàn,['Noun']
ɓɛ̀ːlɛ̀rk,[]
táːpꜜtáːnákɛ́,[]
àmàcá pɛ́,[]
táːtápídìː,[]
cè,['Pronoun']
cìnɔ̀kán,['Pronoun']
Làkɛ́,[]
nôŋk,"['Possessive pronoun', 'Possessive pronoun', 'Possessive pronoun']"
cɛ̀ːgíŋ,[]
cěːŋ,[]
gúːgúɲìː,['Verb']
téjá,[]
àrí,['Verb']
kànɛ̀,['Verb']
kórkóɗꜜáːŋ,[]
ŋàdì,['Verb']
gódéj,[]
kóllóɟìː,['Verb']
tòŋgé,['Verb']
cìgîn,[]
rɛ̀ːríːꜜ,['Verb']
kɔ́ːꜜ,"['Adverb', 'Adverb', 'Particle', 'Particle']"
mèntàn,"['Verb', 'Verb', 'Intransitive verb']"
ɗɛ́jɛ́rk,[]
rìːɓè,['Verb']
ɟɛ́t,['Adverb']
ceꜜ,[]
kí ɗɛ́ꜜ,[]
pèdìr,[]
ìːnák,['personal pronoun']
náːkɛ́,['Possessive pronoun']
cìgǐ,[]
òmáltè,"['Cardinal numeral', 'Cardinal numeral']"
cɛ̀ːg,['personal pronoun']
kúrꜜójá,[]
nɔ̀kɛ̀ːɗíꜜ láláŋíɗí,[]
wɔ̀ːwɔ́ɟá,['Noun']
gáꜜ,[]
táːwákꜜ,['Noun']
ámꜜá,[]
ɗégérꜜá,[]
bándúrꜜáːŋ,[]
dɛ́nɗíkìː,['Intransitive verb']
ɗɛ́jɛ́rɗìk,[]
ɗírkáꜜ,['Verb']
ɛ́mɛ́c,[]
